,0
dominant fibroid$problem$uterus$anatomical_structure,1
enfamil$medicine,1
small bowel$anatomical_structure$small bowel$anatomical_structure$obstruction$problem,1
mycobacterium simiae$problem,1
djd changes$problem,1
cataracts$problem,3
blood pressure$body_measurement$102/70$measurement_value,1
p2$finding,1
extremities$anatomical_structure$perfusion$finding,1
temperature$body_measurement$100.4$measurement_value,1
elective egd$procedure,1
left$modifier$macula$anatomical_structure$clear$modifier,1
urinary tract infection$problem,89
malnutrition$problem,3
immediate distress$problem,1
menometrorrhagia symptoms$problem,1
metastatic disease$problem$bones$anatomical_structure,1
acute on chronic$modifier$respiratory failure$problem,2
some$modifier$discomfort$problem,1
abnormal$modifier$papanicolaou smear$laboratory_data,1
gastrostomy tube$medical_device,6
changes in the vision$finding,1
ascending colon$anatomical_structure$cecal polyps$problem,1
pain$problem$dull$modifier$lower$modifier$abdomen$anatomical_structure,1
hyperdynamic left ventricular systolic function$body_function,2
left-sided$modifier$chest$anatomical_structure$sharp$modifier$pain$problem,1
epigastric$anatomical_structure$pain$problem,4
metastases$problem$superior mesenteric artery$anatomical_structure,1
deep tendon reflexes$body_function,1
right$modifier$orchidopexy$procedure,1
negative$modifier$malignant cells$problem,2
rsv$problem$tests$laboratory_data$negative$modifier,1
type 2 diabetes$problem,14
prolene suture$medical_device,1
blood culture$laboratory_data,1
fingerstick$laboratory_data,1
abdomen$anatomical_structure$tenderness$problem,2
ventolin metered-dose inhaler$medicine,1
abdomen$anatomical_structure$soft$modifier$gravid$finding$nontender$modifier,1
previous$modifier$stroke$problem,1
recurrent$modifier$moderate to severe$modifier$entrapment$problem$right$modifier$median nerve$anatomical_structure,1
tan$modifier$lymph node$anatomical_structure$necrosis$problem,1
tendon$anatomical_structure$graft$procedure,1
peg malfunction$problem,1
pelvic pain$problem,2
radiofrequency catheter ablation$procedure,1
stromally hydrated$procedure,1
pfannenstiel incision$procedure$skin$anatomical_structure,2
breast lumpectomy$procedure,1
diabetic nephropathy$problem,14
left$modifier$upper$modifier$quadrant$anatomical_structure$pain$problem,1
sigmoid colon$anatomical_structure$large$modifier$diverticula$problem,1
permanent tubal sterilization$procedure,2
head$anatomical_structure$normocephalic$modifier$atraumatic$modifier,1
endometriosis$problem,2
iv protonix$medicine,1
hypertension$problem,570
bicarbonate$laboratory_data,4
flexible bronchoscopy$procedure,1
squamocolumnar junction$anatomical_structure$mass$problem,1
temperature$body_measurement$96.9$measurement_value,1
segmental wall motion abnormality$problem,1
polycystic kidney disease$problem,2
above-knee amputation$procedure$left$modifier$lower$modifier$extremity$anatomical_structure,1
nephrolithiasis$problem,1
polyps$problem$stomach$anatomical_structure,1
platelets$laboratory_data$aggravate$modifier,1
biopsy$procedure$right$modifier$upper$modifier$lobe$anatomical_structure,1
descending colon areas$anatomical_structure$normal$modifier,1
temperature$body_measurement$98.7$measurement_value,1
urinary discomfort$problem,1
worsening$modifier$right-sided$modifier$weakness$finding,1
vasculitis$problem$absent$modifier,2
forward-viewing gastroscope$medical_device,1
significant$modifier$chronic obstructive pulmonary disease$problem,1
minimal$modifier$mucosal thickening$finding$rectum$anatomical_structure,1
acute$modifier$alcoholism$problem,1
anterior fontanel$anatomical_structure$soft$modifier,1
mesothelioma$problem,1
hsil$problem,1
harmonic scalpel$medical_device,1
wound infection$problem,1
breath sounds$body_function$equal$modifier$bilaterally$modifier,1
previous$modifier$mi$problem,1
ibuprofen$medicine,5
leukocytosis$problem,3
increase$modifier$creatinine$laboratory_data,1
bursal cavity$anatomical_structure,1
chronic$modifier$renal failure$problem,15
tonsils$anatomical_structure,1
diverticula$problem,2
flu-like symptoms$problem,2
needles$medical_device,1
erythema$problem,2
ominous findings$finding,1
cardiac arrhythmia$problem,3
gastric erosions$problem,1
permacath$medical_device,1
normal$modifier$tubal ostia$anatomical_structure,1
small$modifier$right$modifier$ovarian cyst$problem,1
left$modifier$macula$anatomical_structure$normal$modifier,1
detrusor instability$problem,1
normal$modifier$gut$anatomical_structure,1
lower$modifier$back$anatomical_structure$pain$problem,1
gastrostomy tube placement$procedure,2
bisected$procedure,1
weight$body_measurement$9.6$measurement_value,1
regular$modifier$medication$medicine,1
platelets$laboratory_data$low$modifier,1
oxygen saturation$body_measurement$99%$measurement_value,1
oral thrush$problem,1
penile bleeding$problem,1
amiodarone$medicine,11
digital rectal exam$procedure,2
foul smelling$modifier$vaginal discharge$finding,1
lens$anatomical_structure,1
lymphoma$problem,4
closed reduction$procedure,3
augmentin$medicine,2
guide wire$medical_device,1
blood pressure$body_measurement$107/67$measurement_value,1
nottingham score$laboratory_data,1
systolic blood pressure$body_measurement$stable$modifier,1
hematocrit$laboratory_data,37
bowel movements$body_function$regular$modifier,1
rectal cancer$problem,1
significant$modifier$blood with coughing$problem,1
mild to moderate$modifier$entrapment$problem$left$modifier$common peroneal nerve$anatomical_structure,1
gastrostomy tube$medical_device$malfunctioning$modifier,1
cervical epidural steroid injection$procedure,1
chronic$modifier$inflammation$problem,1
hdl$laboratory_data,1
myometrium$anatomical_structure$smooth muscle$problem,1
regular$modifier$rhythm$body_function,10
blood pressures$body_measurement$lower side$modifier,1
symmetrical$modifier$chest wall$anatomical_structure$expansion$finding,1
dilatation and curettage$procedure,1
nephrocaps$medicine,1
finder needle$medical_device,1
right-sided$modifier$klebsiella pneumonia$problem,1
cancer$problem$thyroid gland$anatomical_structure,1
cataract replacements$procedure,1
hematoma$problem,3
colon$anatomical_structure$resection$procedure,1
topical anesthesia$procedure,1
exogenous obesity$problem,1
bilirubin$laboratory_data$total$modifier$direct$modifier,1
thyroidectomy$procedure,1
firmness$problem$distal$modifier$right$modifier$anal canal$anatomical_structure,1
small bowel obstruction$problem,2
biopsied$procedure,4
taxol$medicine,2
differential$laboratory_data$normal$modifier,2
reduction$procedure,1
small amount$modifier$mucus$finding$endocervical canal$anatomical_structure,1
o2 saturations$body_measurement$92$measurement_value,1
gross$modifier$hematuria$problem,2
mid$modifier$transverse$modifier$colon$anatomical_structure$small$modifier$polyps$problem,1
right side$modifier$cold sensation$finding,1
extensive$modifier$intraabdominal adhesions$problem,1
recurrent$modifier$aspiration pneumonia$problem,2
tonsils$anatomical_structure$cryptic$problem,1
necrotic$problem$tissue$anatomical_structure$right$modifier$foot$anatomical_structure,1
tooth$anatomical_structure$extracted$procedure,2
ambulation$body_function,2
epinephrine$medicine,10
recent$modifier$bronchitis$problem,1
hepatitis c$problem,1
detemir$medicine,2
mild$modifier$essential hypertension$problem,1
laceration$problem$head$anatomical_structure,1
continued$modifier$bleeding$problem,1
infiltrating ductal carcinoma$problem$left$modifier$breast$anatomical_structure,2
paresthesias$problem,1
mild$modifier$generalized cerebral atrophy$problem,1
visceromegaly$problem,1
senescent dementia$problem,1
contracture$problem$right side$modifier,1
imodium$medicine,1
continue$modifier$protonix drip$medicine,1
syncopal episode$problem,3
lescol xl$medicine,1
failure to extubate$problem,1
fungal organisms$problem$absent$modifier,1
induration$problem$right side$modifier$abdomen$anatomical_structure,1
solu-medrol$medicine,1
cardiopulmonary bypass$procedure,1
chronic$modifier$constipation$problem,2
bnp$laboratory_data$slightly$modifier$above normal$modifier,1
lesis$procedure,1
suspected$modifier$shock liver$problem,1
dulcolax$medicine,1
hypothyroidism$problem,28
fundic gland$anatomical_structure$polyps biopsy$procedure,1
lower$modifier$extremity$anatomical_structure$symptoms$problem,1
confused$finding,1
blood count$laboratory_data,1
laceration$problem,1
pain$problem$persists$modifier,1
chronic$modifier$wound infection$problem,1
urinary hesitation$problem,1
hyperphosphatemia$problem$stable$modifier,1
severe$modifier$bifrontal headache$problem,1
heart$anatomical_structure$gallop$problem,2
thickening$finding,2
therapist-initiated patient-specific$procedure,2
atrial arrhythmia$problem,1
protonix$medicine,3
fetal heart tone$body_measurement$category i$modifier,1
soft$modifier$abdomen$anatomical_structure$tenderness$problem,1
magnesium sulfate$medicine,1
calciphylaxis$procedure,2
pca$problem$rca$anatomical_structure,1
infiltrating ductal carcinoma$problem$left$modifier$breast$anatomical_structure$upper$modifier$inner$modifier$quadrant$anatomical_structure$t1bpn0$modifier$stage 1$modifier,1
blood in the stool$problem,2
bilateral$modifier$pneumothoraces$problem,1
continued$modifier$duonebs$medicine,1
renal transplant$procedure,3
ards$problem,3
continue$modifier$toprol-xl$medicine,1
tracheostomy$procedure,28
pfannenstiel incision$procedure$fascia$anatomical_structure,1
bilateral salpingo-oophorectomy$procedure,23
polypectomy forceps$medical_device,1
partial$modifier$mastectomy$procedure,1
emg$procedure$proximal$modifier$musculature$anatomical_structure,1
ttp$problem,1
mild$modifier$dry cough$problem,1
ekg$procedure,13
her-2$laboratory_data$nonoverexpressed$modifier,1
pulseless electrical activity$problem,1
anesthesia$procedure$local$modifier,1
teeth$anatomical_structure,7
duodenum$anatomical_structure$mild$modifier$chronic$modifier$inflammation$problem,1
klonopin$medicine,3
stable$modifier$right$modifier$lung base$anatomical_structure$mild$modifier$atelectasis$problem,1
gravida 0$finding,2
mild$modifier$cough$problem,1
abnormal$modifier$ekg$procedure,1
previous$modifier$myocardial infarction$problem,1
head$anatomical_structure$ct$procedure,1
bowel sounds$body_function,1
continued$modifier$chronic$modifier$pain$problem,1
radiological supervision$procedure,2
thrombosed$problem$left$modifier$transposed basilic vein fistula$anatomical_structure,1
secondary polycythemia$problem,1
recent$modifier$septic shock$problem,1
long-term$modifier$vascular access$procedure,2
bilirubin$laboratory_data$total$modifier,1
scrubbing$procedure$ear canal$anatomical_structure,1
recurrent$modifier$pneumonias$problem,1
urethral cancer$problem,1
total knee arthroplasty$procedure,1
missed$problem,1
palpable$modifier$brachial$body_measurement,1
bladder neck repair$procedure,1
superficial$problem,1
sterile speculum$medical_device,2
continue$modifier$carafate$medicine,1
nuclear sclerotic cataract$problem$left$modifier$eye$anatomical_structure,1
head$anatomical_structure$atraumatic$modifier,3
severe$modifier$bronchorrhea$problem,1
potent$modifier$sebaceous cyst$problem$left$modifier$upper$modifier$back$anatomical_structure,1
fluticasone-solu-medrol$medicine,1
lavage$procedure,1
chronic$modifier$hoarse voice$problem,1
intermittent$modifier$rectal bleeding$problem,1
lungs$anatomical_structure$clear$modifier,8
vent$medical_device,4
localized infection$problem,1
acute$modifier$abdominal pain$problem,1
transient ischemic attack$problem,2
pulmonary emboli$problem,3
h and h$laboratory_data,1
comprehensive metabolic panel$laboratory_data,1
right$modifier$lumpectomy$procedure,1
cardiac abrasion$problem,1
intravenous antibiotics$medicine,1
herpes 1$problem,1
aortic aneurysm$problem$descending aorta$anatomical_structure,1
left$modifier$elbow$anatomical_structure,1
purulent cough$problem,1
repeat$modifier$cesarean section$procedure,3
pap smear$laboratory_data,2
heent$anatomical_structure$unremarkable$modifier,5
lower$modifier$extremity$anatomical_structure$deep venous thrombosis$problem,1
occipital craniotomy$procedure,1
sensation$body_function,1
multisystem organ failure$problem,1
mild$modifier$hypertension$problem,1
anicteric$finding$sclerae$anatomical_structure,3
continue$modifier$flomax$medicine,1
dilated$procedure,1
exacerbation$modifier$chronic obstructive pulmonary disease$problem,1
nitroglycerin$medicine,3
multiple$modifier$foot$anatomical_structure$operations$procedure,1
omeprazole$medicine,2
niddm$problem,1
para$finding,1
moderate$modifier$dysplasia$problem,1
pinkish rash$problem$legs$anatomical_structure,1
hiv$problem$negative$modifier,1
indices$laboratory_data,1
om$anatomical_structure,1
gestational diabetes$problem,1
intubated$procedure,8
pain$problem$right$modifier$upper$modifier$extremity$anatomical_structure,1
mag$laboratory_data,1
esophageal ulcers$problem,1
nose$anatomical_structure$large$modifier$obstructive$problem$turbinates$anatomical_structure,1
anterior$modifier$repair of cystocele$procedure,1
